26,ACCESS CONTROL,AC-3 (10),"AUDITED OVERRIDE OF ACCESS CONTROL MECHANISMS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
27,ACCESS CONTROL,AC-4,"INFORMATION FLOW ENFORCEMENT",P1,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
28,ACCESS CONTROL,AC-4 (1),"OBJECT SECURITY ATTRIBUTES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
29,ACCESS CONTROL,AC-4 (2),"PROCESSING DOMAINS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
30,ACCESS CONTROL,AC-4 (3),"DYNAMIC INFORMATION FLOW CONTROL",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
31,ACCESS CONTROL,AC-4 (4),"CONTENT CHECK ENCRYPTED INFORMATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
32,ACCESS CONTROL,AC-4 (5),"EMBEDDED DATA TYPES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
33,ACCESS CONTROL,AC-4 (6),"METADATA",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
34,ACCESS CONTROL,AC-4 (7),"ONE-WAY FLOW MECHANISMS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
35,ACCESS CONTROL,AC-4 (8),"SECURITY POLICY FILTERS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
36,ACCESS CONTROL,AC-4 (9),"HUMAN REVIEWS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
37,ACCESS CONTROL,AC-4 (10),"ENABLE / DISABLE SECURITY POLICY FILTERS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
38,ACCESS CONTROL,AC-4 (11),"CONFIGURATION OF SECURITY POLICY FILTERS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
39,ACCESS CONTROL,AC-4 (12),"DATA TYPE IDENTIFIERS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
40,ACCESS CONTROL,AC-4 (13),"DECOMPOSITION INTO POLICY-RELEVANT SUBCOMPONENTS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
41,ACCESS CONTROL,AC-4 (14),"SECURITY POLICY FILTER CONSTRAINTS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
42,ACCESS CONTROL,AC-4 (15),"DETECTION OF UNSANCTIONED INFORMATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
43,ACCESS CONTROL,AC-4 (16),"INFORMATION TRANSFERS ON INTERCONNECTED SYSTEMS",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
44,ACCESS CONTROL,AC-4 (17),"DOMAIN AUTHENTICATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
45,ACCESS CONTROL,AC-4 (18),"SECURITY ATTRIBUTE BINDING",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
46,ACCESS CONTROL,AC-4 (19),"VALIDATION OF METADATA",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
47,ACCESS CONTROL,AC-4 (20),"APPROVED SOLUTIONS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
48,ACCESS CONTROL,AC-4 (21),"PHYSICAL / LOGICAL SEPARATION OF INFORMATION FLOWS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
49,ACCESS CONTROL,AC-4 (22),"ACCESS ONLY",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
50,ACCESS CONTROL,AC-5,"SEPARATION OF DUTIES",P1,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
51,ACCESS CONTROL,AC-6,"LEAST PRIVILEGE",P1,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
52,ACCESS CONTROL,AC-6 (1),"AUTHORIZE ACCESS TO SECURITY FUNCTIONS",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
53,ACCESS CONTROL,AC-6 (2),"NON-PRIVILEGED ACCESS FOR NONSECURITY FUNCTIONS",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
54,ACCESS CONTROL,AC-6 (3),"NETWORK ACCESS TO PRIVILEGED COMMANDS",,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
55,ACCESS CONTROL,AC-6 (4),"SEPARATE PROCESSING DOMAINS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
56,ACCESS CONTROL,AC-6 (5),"PRIVILEGED ACCOUNTS",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
57,ACCESS CONTROL,AC-6 (6),"PRIVILEGED ACCESS BY NON-ORGANIZATIONAL USERS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
58,ACCESS CONTROL,AC-6 (7),"REVIEW OF USER PRIVILEGES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
59,ACCESS CONTROL,AC-6 (8),"PRIVILEGE LEVELS FOR CODE EXECUTION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
60,ACCESS CONTROL,AC-6 (9),"AUDITING USE OF PRIVILEGED FUNCTIONS",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
61,ACCESS CONTROL,AC-6 (10),"PROHIBIT NON-PRIVILEGED USERS FROM EXECUTING PRIVILEGED FUNCTIONS",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
62,ACCESS CONTROL,AC-7,"UNSUCCESSFUL LOGON ATTEMPTS",P2,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
63,ACCESS CONTROL,AC-7 (1),"AUTOMATIC ACCOUNT LOCK",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
64,ACCESS CONTROL,AC-7 (2),"PURGE / WIPE MOBILE DEVICE",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
65,ACCESS CONTROL,AC-8,"SYSTEM USE NOTIFICATION",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
66,ACCESS CONTROL,AC-9,"PREVIOUS LOGON (ACCESS) NOTIFICATION",P0,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
67,ACCESS CONTROL,AC-9 (1),"UNSUCCESSFUL LOGONS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
68,ACCESS CONTROL,AC-9 (2),"SUCCESSFUL / UNSUCCESSFUL LOGONS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
69,ACCESS CONTROL,AC-9 (3),"NOTIFICATION OF ACCOUNT CHANGES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
70,ACCESS CONTROL,AC-9 (4),"ADDITIONAL LOGON INFORMATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
71,ACCESS CONTROL,AC-10,"CONCURRENT SESSION CONTROL",P3,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
72,ACCESS CONTROL,AC-11,"SESSION LOCK",P3,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
73,ACCESS CONTROL,AC-11 (1),"PATTERN-HIDING DISPLAYS",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
74,ACCESS CONTROL,AC-12,"SESSION TERMINATION",P2,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
75,ACCESS CONTROL,AC-12 (1),"USER-INITIATED LOGOUTS / MESSAGE DISPLAYS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
76,ACCESS CONTROL,AC-13,"SUPERVISION AND REVIEW - ACCESS CONTROL",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,0
77,ACCESS CONTROL,AC-14,"PERMITTED ACTIONS WITHOUT IDENTIFICATION OR AUTHENTICATION",P3,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
78,ACCESS CONTROL,AC-14 (1),"NECESSARY USES",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
79,ACCESS CONTROL,AC-15,"AUTOMATED MARKING",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,0
80,ACCESS CONTROL,AC-16,"SECURITY ATTRIBUTES",P0,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
81,ACCESS CONTROL,AC-16 (1),"DYNAMIC ATTRIBUTE ASSOCIATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
82,ACCESS CONTROL,AC-16 (2),"ATTRIBUTE VALUE CHANGES BY AUTHORIZED INDIVIDUALS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
83,ACCESS CONTROL,AC-16 (3),"MAINTENANCE OF ATTRIBUTE ASSOCIATIONS BY INFORMATION SYSTEM",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
84,ACCESS CONTROL,AC-16 (4),"ASSOCIATION OF ATTRIBUTES BY AUTHORIZED INDIVIDUALS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
85,ACCESS CONTROL,AC-16 (5),"ATTRIBUTE DISPLAYS FOR OUTPUT DEVICES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
86,ACCESS CONTROL,AC-16 (6),"MAINTENANCE OF ATTRIBUTE ASSOCIATION BY ORGANIZATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
87,ACCESS CONTROL,AC-16 (7),"CONSISTENT ATTRIBUTE INTERPRETATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
88,ACCESS CONTROL,AC-16 (8),"ASSOCIATION TECHNIQUES / TECHNOLOGIES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
89,ACCESS CONTROL,AC-16 (9),"ATTRIBUTE REASSIGNMENT",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
90,ACCESS CONTROL,AC-16 (10),"ATTRIBUTE CONFIGURATION BY AUTHORIZED INDIVIDUALS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
91,ACCESS CONTROL,AC-17,"REMOTE ACCESS",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
92,ACCESS CONTROL,AC-17 (1),"AUTOMATED MONITORING / CONTROL",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
93,ACCESS CONTROL,AC-17 (2),"PROTECTION OF CONFIDENTIALITY / INTEGRITY USING ENCRYPTION",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
94,ACCESS CONTROL,AC-17 (3),"MANAGED ACCESS CONTROL POINTS",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
95,ACCESS CONTROL,AC-17 (4),"PRIVILEGED COMMANDS / ACCESS",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
96,ACCESS CONTROL,AC-17 (5),"MONITORING FOR UNAUTHORIZED CONNECTIONS",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
97,ACCESS CONTROL,AC-17 (6),"PROTECTION OF INFORMATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
98,ACCESS CONTROL,AC-17 (7),"ADDITIONAL PROTECTION FOR SECURITY FUNCTION ACCESS",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
99,ACCESS CONTROL,AC-17 (8),"DISABLE NONSECURE NETWORK PROTOCOLS",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
100,ACCESS CONTROL,AC-17 (9),"DISCONNECT / DISABLE ACCESS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
101,ACCESS CONTROL,AC-18,"WIRELESS ACCESS",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
102,ACCESS CONTROL,AC-18 (1),"AUTHENTICATION AND ENCRYPTION",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
103,ACCESS CONTROL,AC-18 (2),"MONITORING UNAUTHORIZED CONNECTIONS",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
104,ACCESS CONTROL,AC-18 (3),"DISABLE WIRELESS NETWORKING",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
105,ACCESS CONTROL,AC-18 (4),"RESTRICT CONFIGURATIONS BY USERS",,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
106,ACCESS CONTROL,AC-18 (5),"ANTENNAS / TRANSMISSION POWER LEVELS",,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
107,ACCESS CONTROL,AC-19,"ACCESS CONTROL FOR MOBILE DEVICES",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
108,ACCESS CONTROL,AC-19 (1),"USE OF  WRITABLE / PORTABLE STORAGE DEVICES",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
109,ACCESS CONTROL,AC-19 (2),"USE OF PERSONALLY OWNED PORTABLE STORAGE DEVICES",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
110,ACCESS CONTROL,AC-19 (3),"USE OF PORTABLE STORAGE DEVICES WITH NO IDENTIFIABLE OWNER",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
111,ACCESS CONTROL,AC-19 (4),"RESTRICTIONS FOR CLASSIFIED INFORMATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
112,ACCESS CONTROL,AC-19 (5),"FULL DEVICE / CONTAINER-BASED  ENCRYPTION",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
113,ACCESS CONTROL,AC-20,"USE OF EXTERNAL INFORMATION SYSTEMS",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
114,ACCESS CONTROL,AC-20 (1),"LIMITS ON AUTHORIZED USE",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
115,ACCESS CONTROL,AC-20 (2),"PORTABLE STORAGE DEVICES",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
116,ACCESS CONTROL,AC-20 (3),"NON-ORGANIZATIONALLY OWNED SYSTEMS / COMPONENTS / DEVICES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
117,ACCESS CONTROL,AC-20 (4),"NETWORK ACCESSIBLE STORAGE DEVICES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
118,ACCESS CONTROL,AC-21,"INFORMATION SHARING",P2,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
119,ACCESS CONTROL,AC-21 (1),"AUTOMATED DECISION SUPPORT",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
120,ACCESS CONTROL,AC-21 (2),"INFORMATION SEARCH AND RETRIEVAL",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
121,ACCESS CONTROL,AC-22,"PUBLICLY ACCESSIBLE CONTENT",P3,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
122,ACCESS CONTROL,AC-23,"DATA MINING PROTECTION",P0,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
123,ACCESS CONTROL,AC-24,"ACCESS CONTROL DECISIONS",P0,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
124,ACCESS CONTROL,AC-24 (1),"TRANSMIT ACCESS AUTHORIZATION INFORMATION",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
125,ACCESS CONTROL,AC-24 (2),"NO USER OR PROCESS IDENTITY",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
126,ACCESS CONTROL,AC-25,"REFERENCE MONITOR",P0,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
127,AWARENESS AND TRAINING,AT-1,"SECURITY AWARENESS AND TRAINING POLICY AND PROCEDURES",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
128,AWARENESS AND TRAINING,AT-2,"SECURITY AWARENESS TRAINING",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
129,AWARENESS AND TRAINING,AT-2 (1),"PRACTICAL EXERCISES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
130,AWARENESS AND TRAINING,AT-2 (2),"INSIDER THREAT",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
131,AWARENESS AND TRAINING,AT-3,"ROLE-BASED SECURITY TRAINING",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
132,AWARENESS AND TRAINING,AT-3 (1),"ENVIRONMENTAL CONTROLS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
133,AWARENESS AND TRAINING,AT-3 (2),"PHYSICAL SECURITY CONTROLS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
134,AWARENESS AND TRAINING,AT-3 (3),"PRACTICAL EXERCISES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
135,AWARENESS AND TRAINING,AT-3 (4),"SUSPICIOUS COMMUNICATIONS AND ANOMALOUS SYSTEM BEHAVIOR",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
136,AWARENESS AND TRAINING,AT-4,"SECURITY TRAINING RECORDS",P3,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
137,AWARENESS AND TRAINING,AT-5,"CONTACTS WITH SECURITY GROUPS AND ASSOCIATIONS",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,0
138,AUDIT AND ACCOUNTABILITY,AU-1,"AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
139,AUDIT AND ACCOUNTABILITY,AU-2,"AUDIT EVENTS",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
140,AUDIT AND ACCOUNTABILITY,AU-2 (1),"COMPILATION OF AUDIT RECORDS FROM MULTIPLE SOURCES",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
141,AUDIT AND ACCOUNTABILITY,AU-2 (2),"SELECTION OF AUDIT EVENTS BY COMPONENT",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
142,AUDIT AND ACCOUNTABILITY,AU-2 (3),"REVIEWS AND UPDATES",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
143,AUDIT AND ACCOUNTABILITY,AU-2 (4),"PRIVILEGED FUNCTIONS",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
144,AUDIT AND ACCOUNTABILITY,AU-3,"CONTENT OF AUDIT RECORDS",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
145,AUDIT AND ACCOUNTABILITY,AU-3 (1),"ADDITIONAL AUDIT INFORMATION",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
146,AUDIT AND ACCOUNTABILITY,AU-3 (2),"CENTRALIZED MANAGEMENT OF PLANNED AUDIT RECORD CONTENT",,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
147,AUDIT AND ACCOUNTABILITY,AU-4,"AUDIT STORAGE CAPACITY",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
148,AUDIT AND ACCOUNTABILITY,AU-4 (1),"TRANSFER TO ALTERNATE STORAGE",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
149,AUDIT AND ACCOUNTABILITY,AU-5,"RESPONSE TO AUDIT PROCESSING FAILURES",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
150,AUDIT AND ACCOUNTABILITY,AU-5 (1),"AUDIT STORAGE CAPACITY",,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
151,AUDIT AND ACCOUNTABILITY,AU-5 (2),"REAL-TIME ALERTS",,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
152,AUDIT AND ACCOUNTABILITY,AU-5 (3),"CONFIGURABLE TRAFFIC VOLUME THRESHOLDS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
153,AUDIT AND ACCOUNTABILITY,AU-5 (4),"SHUTDOWN ON FAILURE",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
154,AUDIT AND ACCOUNTABILITY,AU-6,"AUDIT REVIEW, ANALYSIS, AND REPORTING",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
155,AUDIT AND ACCOUNTABILITY,AU-6 (1),"PROCESS INTEGRATION",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
156,AUDIT AND ACCOUNTABILITY,AU-6 (2),"AUTOMATED SECURITY ALERTS",,0,0,0,1,2015-03-27 17:25:55,2015-03-27 17:25:55,1
157,AUDIT AND ACCOUNTABILITY,AU-6 (3),"CORRELATE AUDIT REPOSITORIES",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
158,AUDIT AND ACCOUNTABILITY,AU-6 (4),"CENTRAL REVIEW AND ANALYSIS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
159,AUDIT AND ACCOUNTABILITY,AU-6 (5),"INTEGRATION / SCANNING AND MONITORING CAPABILITIES",,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
160,AUDIT AND ACCOUNTABILITY,AU-6 (6),"CORRELATION WITH PHYSICAL MONITORING",,0,0,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
161,AUDIT AND ACCOUNTABILITY,AU-6 (7),"PERMITTED ACTIONS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
162,AUDIT AND ACCOUNTABILITY,AU-6 (8),"FULL TEXT ANALYSIS OF PRIVILEGED COMMANDS",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
163,AUDIT AND ACCOUNTABILITY,AU-6 (9),"CORRELATION WITH INFORMATION FROM NONTECHNICAL SOURCES",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
164,AUDIT AND ACCOUNTABILITY,AU-6 (10),"AUDIT LEVEL ADJUSTMENT",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
165,AUDIT AND ACCOUNTABILITY,AU-7,"AUDIT REDUCTION AND REPORT GENERATION",P2,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
166,AUDIT AND ACCOUNTABILITY,AU-7 (1),"AUTOMATIC PROCESSING",,0,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
167,AUDIT AND ACCOUNTABILITY,AU-7 (2),"AUTOMATIC SORT AND SEARCH",,0,0,0,0,2015-03-27 17:25:55,2015-03-27 17:25:55,1
168,AUDIT AND ACCOUNTABILITY,AU-8,"TIME STAMPS",P1,1,1,1,0,2015-03-27 17:25:55,2015-03-27 17:25:55,0
